Price,Close,High,Low,Open,Volume
Ticker,JNJ,JNJ,JNJ,JNJ,JNJ
Date,,,,,
2015-05-22,77.38938903808594,78.19879362723906,77.37411989143551,78.09188629790599,6216600
2015-05-26,76.98468780517578,77.54210776848042,76.80142892130222,77.29776064808405,7918900
2015-05-27,77.22139739990234,77.43520622762232,76.96941861934125,77.12977087086009,9297900
2015-05-28,77.2366714477539,77.65663996079414,76.97704935861911,77.1297699480204,5700100
2015-05-29,76.46544647216797,77.59555550110744,76.22873684696695,77.54210475265255,9957800
2015-06-01,76.38909912109375,76.81670516487128,76.14475197812153,76.57235802189906,7298100
2015-06-02,76.34327697753906,76.54180500295985,75.671318043208,76.29745788839257,8312400
2015-06-03,76.42725372314453,76.68687576755798,76.23635738854698,76.60288091427955,5375200
2015-06-04,75.77059936523438,76.71744384947235,75.64078538962218,76.31274442579384,8057900
2015-06-05,75.28189849853516,75.63315298710728,74.98410059249424,75.5873338914656,7557300
2015-06-08,74.80084991455078,75.57971054347708,74.80084991455078,75.28954426671402,7054600
2015-06-09,74.99172973632812,75.24371434438886,74.67866271703335,75.16735696107513,7844300
2015-06-10,75.50332641601562,76.0149330897398,74.98408808237072,75.1978968997377,10025100
2015-06-11,75.7782211303711,76.20583295909951,75.46515411406291,75.747677012198,6175200
2015-06-12,75.09864807128906,75.77060717673574,74.92302663287185,75.50334753668969,8717200
2015-06-15,74.44194030761719,74.73210649310076,74.07542257164077,74.64047414625946,6833500
2015-06-16,75.10626220703125,75.20552621415628,74.1441429488174,74.44957828126404,6049500
2015-06-17,75.38878631591797,75.6865841448439,74.94590540213795,75.12152677525117,6155800
2015-06-18,76.63343811035156,76.77852121363743,75.37352092176613,75.4880599072184,8815800
2015-06-19,76.25163269042969,76.51124891028219,76.1905444649254,76.26690183395885,11653600
2015-06-22,76.42725372314453,76.99994272693719,76.35089635444427,76.8166838769178,5055900
2015-06-23,76.1905517578125,76.63343269657001,75.9614796287856,76.43489885752452,6046600
2015-06-24,75.84696197509766,76.21347981486159,75.64842808023619,75.98440762143314,7254700
2015-06-25,75.68660736083984,76.34329144802834,75.67896987358532,75.97676779385733,6581100
2015-06-26,76.08364868164062,76.45780389591363,75.78585084212008,75.9232964469522,9041100
2015-06-29,74.5870132446289,75.86219931297939,74.54119999029336,75.57967647698538,11150900
2015-06-30,74.41905212402344,75.17500023933871,74.29688145697958,75.15973109059416,8967900
2015-07-01,75.19026947021484,75.35062173541496,74.5564920703558,75.06046132586647,6726700
2015-07-02,75.16736602783203,75.61024123474965,75.07573366138583,75.48043308488924,6091900
2015-07-06,74.98410034179688,75.21317834215272,73.7929087216158,74.60994504519817,6817800
2015-07-07,75.53388214111328,75.5797012361523,74.46486119276561,75.31244162979377,7122600
2015-07-08,74.65576171875,75.28190167914843,74.59467929813967,75.15209352501974,6845500
2015-07-09,75.13680267333984,76.00728954183054,75.13680267333984,75.63313433624626,7316400
2015-07-10,75.99966430664062,76.27455555422894,75.6636848205449,76.19056068270501,6969300
2015-07-13,76.5647201538086,76.7250782451218,76.25929059588634,76.39673622722951,6986300
2015-07-14,76.1905517578125,76.26690913415482,75.25134495998282,75.79348990541588,9890600
2015-07-15,76.67925262451172,77.07632033712784,76.07601939527581,76.1752892362773,7990300
2015-07-16,77.20613861083984,77.39703500621316,76.9541539707801,77.083962121467,5775000
2015-07-17,76.41967010498047,77.05344773243098,76.32803770951976,77.03817275367213,8054200
2015-07-20,76.6410903930664,76.85489343348497,76.43491901430855,76.74035442591905,5016200
2015-07-21,76.61815643310547,76.97704250412264,76.41199093789044,76.81669026880111,5891600
2015-07-22,76.4959945678711,76.90069394517762,76.15238342788875,76.67162179375438,6721900
2015-07-23,76.51126098632812,76.8166963363637,76.3585462241577,76.7403389552785,5016100
2015-07-24,75.70950317382812,76.32036807585894,75.63314578928615,76.16765330677498,6524200
2015-07-27,75.04515838623047,75.58730322149835,74.77026722670124,75.57203407961036,8734000
2015-07-28,75.61022186279297,75.7705799194127,75.15207179933496,75.51095786051354,7757500
2015-07-29,76.15241241455078,76.39675963116089,75.63317385104213,75.79352616578342,7853500
2015-07-30,76.23636627197266,76.35854273668471,75.88511767446725,76.20582798148914,5517400
2015-07-31,76.51891326904297,77.10687745105602,76.32801686656785,76.61817730107951,6216800
2015-08-03,76.37382507324219,76.51890819372294,75.77059760804384,76.35855592536312,6172500
2015-08-04,76.205810546875,76.74031789346766,76.09127159383567,76.67159801705996,6005300
2015-08-05,76.75562286376953,77.12214651944535,76.62581470838896,76.79380447450305,4571300
